date ,start_time,stop_time,frag_ID,species,sample_ID,FileID_csv,light_dark,run_block,blank ,chamber_channel,Light_level,Light_value
7/30/25,16:28,16:46,A01,Pcyl,A01_PI,A01_PI_O2.csv,LIGHT,RUN1,0,1,1,0
7/30/25,16:28,16:46,E01,Peyo,E01_PI,E01_PI_O2.csv,LIGHT,RUN1,0,2,1,0
7/30/25,16:28,16:46,D01,Prus,D01_PI,D01_PI_O2.csv,LIGHT,RUN1,0,3,1,0
7/30/25,16:28,16:46,I01,Tfro,I01_PI,I01_PI_O2.csv,LIGHT,RUN1,0,4,1,0
7/30/25,16:28,16:46,BLANK02_Run1,BLANK,BLANK02_Run1_PI,BLANK02_Run1_PI_O2.csv,LIGHT,RUN1,1,5,1,0
7/30/25,16:28,16:46,B01,Mvie,B01_PI,B01_PI_O2.csv,LIGHT,RUN1,0,6,1,0
7/30/25,16:28,16:46,C01,Fcom,C01_PI,C01_PI_O2.csv,LIGHT,RUN1,0,7,1,0
7/30/25,16:28,16:46,J01,Ahya,J01_PI,J01_PI_O2.csv,LIGHT,RUN1,0,8,1,0
7/30/25,16:28,16:46,G01,Elam,G01_PI,G01_PI_O2.csv,LIGHT,RUN1,0,9,1,0
7/30/25,16:28,16:46,F01,Prug,F01_PI,F01_PI_O2.csv,LIGHT,RUN1,0,10,1,0
7/30/25,16:28,16:46,H01,Maeq,H01_PI,H01_PI_O2.csv,LIGHT,RUN1,0,11,1,0
7/30/25,16:28,16:46,BLANK01_Run1,BLANK,BLANK01_Run1_PI,BLANK01_Run1_PI_O2.csv,LIGHT,RUN1,1,12,1,0
7/30/25,16:52,17:07,A01,Pcyl,A01_PI,A01_PI_O2.csv,LIGHT,RUN1,0,1,2,51
7/30/25,16:52,17:07,E01,Peyo,E01_PI,E01_PI_O2.csv,LIGHT,RUN1,0,2,2,51
7/30/25,16:52,17:07,D01,Prus,D01_PI,D01_PI_O2.csv,LIGHT,RUN1,0,3,2,51
7/30/25,16:52,17:07,I01,Tfro,I01_PI,I01_PI_O2.csv,LIGHT,RUN1,0,4,2,51
7/30/25,16:52,17:07,BLANK02_Run1,BLANK,BLANK02_Run1_PI,BLANK02_Run1_PI_O2.csv,LIGHT,RUN1,1,5,2,51
7/30/25,16:52,17:07,B01,Mvie,B01_PI,B01_PI_O2.csv,LIGHT,RUN1,0,6,2,51
7/30/25,16:52,17:07,C01,Fcom,C01_PI,C01_PI_O2.csv,LIGHT,RUN1,0,7,2,51
7/30/25,16:52,17:07,J01,Ahya,J01_PI,J01_PI_O2.csv,LIGHT,RUN1,0,8,2,51
7/30/25,16:52,17:07,G01,Elam,G01_PI,G01_PI_O2.csv,LIGHT,RUN1,0,9,2,51
7/30/25,16:52,17:07,F01,Prug,F01_PI,F01_PI_O2.csv,LIGHT,RUN1,0,10,2,51
7/30/25,16:52,17:07,H01,Maeq,H01_PI,H01_PI_O2.csv,LIGHT,RUN1,0,11,2,51
7/30/25,16:52,17:07,BLANK01_Run1,BLANK,BLANK01_Run1_PI,BLANK01_Run1_PI_O2.csv,LIGHT,RUN1,1,12,2,51
7/30/25,17:09,17:24,A01,Pcyl,A01_PI,A01_PI_O2.csv,LIGHT,RUN1,0,1,3,98
7/30/25,17:09,17:24,E01,Peyo,E01_PI,E01_PI_O2.csv,LIGHT,RUN1,0,2,3,98
7/30/25,17:09,17:24,D01,Prus,D01_PI,D01_PI_O2.csv,LIGHT,RUN1,0,3,3,98
7/30/25,17:09,17:24,I01,Tfro,I01_PI,I01_PI_O2.csv,LIGHT,RUN1,0,4,3,98
7/30/25,17:09,17:24,BLANK02_Run1,BLANK,BLANK02_Run1_PI,BLANK02_Run1_PI_O2.csv,LIGHT,RUN1,1,5,3,98
7/30/25,17:09,17:24,B01,Mvie,B01_PI,B01_PI_O2.csv,LIGHT,RUN1,0,6,3,98
7/30/25,17:09,17:24,C01,Fcom,C01_PI,C01_PI_O2.csv,LIGHT,RUN1,0,7,3,98
7/30/25,17:09,17:24,J01,Ahya,J01_PI,J01_PI_O2.csv,LIGHT,RUN1,0,8,3,98
7/30/25,17:09,17:24,G01,Elam,G01_PI,G01_PI_O2.csv,LIGHT,RUN1,0,9,3,98
7/30/25,17:09,17:24,F01,Prug,F01_PI,F01_PI_O2.csv,LIGHT,RUN1,0,10,3,98
7/30/25,17:09,17:24,H01,Maeq,H01_PI,H01_PI_O2.csv,LIGHT,RUN1,0,11,3,98
7/30/25,17:09,17:24,BLANK01_Run1,BLANK,BLANK01_Run1_PI,BLANK01_Run1_PI_O2.csv,LIGHT,RUN1,1,12,3,98
7/30/25,17:44,17:59,A01,Pcyl,A01_PI,A01_PI_O2.csv,LIGHT,RUN1,0,1,4,198
7/30/25,17:44,17:59,E01,Peyo,E01_PI,E01_PI_O2.csv,LIGHT,RUN1,0,2,4,198
7/30/25,17:44,17:59,D01,Prus,D01_PI,D01_PI_O2.csv,LIGHT,RUN1,0,3,4,198
7/30/25,17:44,17:59,I01,Tfro,I01_PI,I01_PI_O2.csv,LIGHT,RUN1,0,4,4,198
7/30/25,17:44,17:59,BLANK02_Run1,BLANK,BLANK02_Run1_PI,BLANK02_Run1_PI_O2.csv,LIGHT,RUN1,1,5,4,198
7/30/25,17:44,17:59,B01,Mvie,B01_PI,B01_PI_O2.csv,LIGHT,RUN1,0,6,4,198
7/30/25,17:44,17:59,C01,Fcom,C01_PI,C01_PI_O2.csv,LIGHT,RUN1,0,7,4,198
7/30/25,17:44,17:59,J01,Ahya,J01_PI,J01_PI_O2.csv,LIGHT,RUN1,0,8,4,198
7/30/25,17:44,17:59,G01,Elam,G01_PI,G01_PI_O2.csv,LIGHT,RUN1,0,9,4,198
7/30/25,17:44,17:59,F01,Prug,F01_PI,F01_PI_O2.csv,LIGHT,RUN1,0,10,4,198
7/30/25,17:44,17:59,H01,Maeq,H01_PI,H01_PI_O2.csv,LIGHT,RUN1,0,11,4,198
7/30/25,17:44,17:59,BLANK01_Run1,BLANK,BLANK01_Run1_PI,BLANK01_Run1_PI_O2.csv,LIGHT,RUN1,1,12,4,198
7/30/25,18:05,18:20,A01,Pcyl,A01_PI,A01_PI_O2.csv,LIGHT,RUN1,0,1,5,302
7/30/25,18:05,18:20,E01,Peyo,E01_PI,E01_PI_O2.csv,LIGHT,RUN1,0,2,5,302
7/30/25,18:05,18:20,D01,Prus,D01_PI,D01_PI_O2.csv,LIGHT,RUN1,0,3,5,302
7/30/25,18:05,18:20,I01,Tfro,I01_PI,I01_PI_O2.csv,LIGHT,RUN1,0,4,5,302
7/30/25,18:05,18:20,BLANK02_Run1,BLANK,BLANK02_Run1_PI,BLANK02_Run1_PI_O2.csv,LIGHT,RUN1,1,5,5,302
7/30/25,18:05,18:20,B01,Mvie,B01_PI,B01_PI_O2.csv,LIGHT,RUN1,0,6,5,302
7/30/25,18:05,18:20,C01,Fcom,C01_PI,C01_PI_O2.csv,LIGHT,RUN1,0,7,5,302
7/30/25,18:05,18:20,J01,Ahya,J01_PI,J01_PI_O2.csv,LIGHT,RUN1,0,8,5,302
7/30/25,18:05,18:20,G01,Elam,G01_PI,G01_PI_O2.csv,LIGHT,RUN1,0,9,5,302
7/30/25,18:05,18:20,F01,Prug,F01_PI,F01_PI_O2.csv,LIGHT,RUN1,0,10,5,302
7/30/25,18:05,18:20,H01,Maeq,H01_PI,H01_PI_O2.csv,LIGHT,RUN1,0,11,5,302
7/30/25,18:05,18:20,BLANK01_Run1,BLANK,BLANK01_Run1_PI,BLANK01_Run1_PI_O2.csv,LIGHT,RUN1,1,12,5,302
7/30/25,18:30,18:47,A01,Pcyl,A01_PI,A01_PI_O2.csv,LIGHT,RUN1,0,1,6,404
7/30/25,18:30,18:47,E01,Peyo,E01_PI,E01_PI_O2.csv,LIGHT,RUN1,0,2,6,404
7/30/25,18:30,18:47,D01,Prus,D01_PI,D01_PI_O2.csv,LIGHT,RUN1,0,3,6,404
7/30/25,18:30,18:47,I01,Tfro,I01_PI,I01_PI_O2.csv,LIGHT,RUN1,0,4,6,404
7/30/25,18:30,18:47,BLANK02_Run1,BLANK,BLANK02_Run1_PI,BLANK02_Run1_PI_O2.csv,LIGHT,RUN1,1,5,6,404
7/30/25,18:30,18:47,B01,Mvie,B01_PI,B01_PI_O2.csv,LIGHT,RUN1,0,6,6,404
7/30/25,18:30,18:47,C01,Fcom,C01_PI,C01_PI_O2.csv,LIGHT,RUN1,0,7,6,404
7/30/25,18:30,18:47,J01,Ahya,J01_PI,J01_PI_O2.csv,LIGHT,RUN1,0,8,6,404
7/30/25,18:30,18:47,G01,Elam,G01_PI,G01_PI_O2.csv,LIGHT,RUN1,0,9,6,404
7/30/25,18:30,18:47,F01,Prug,F01_PI,F01_PI_O2.csv,LIGHT,RUN1,0,10,6,404
7/30/25,18:30,18:47,H01,Maeq,H01_PI,H01_PI_O2.csv,LIGHT,RUN1,0,11,6,404
7/30/25,18:30,18:47,BLANK01_Run1,BLANK,BLANK01_Run1_PI,BLANK01_Run1_PI_O2.csv,LIGHT,RUN1,1,12,6,404
7/30/25,18:54,19:09,A01,Pcyl,A01_PI,A01_PI_O2.csv,LIGHT,RUN1,0,1,7,502
7/30/25,18:54,19:09,E01,Peyo,E01_PI,E01_PI_O2.csv,LIGHT,RUN1,0,2,7,502
7/30/25,18:54,19:09,D01,Prus,D01_PI,D01_PI_O2.csv,LIGHT,RUN1,0,3,7,502
7/30/25,18:54,19:09,I01,Tfro,I01_PI,I01_PI_O2.csv,LIGHT,RUN1,0,4,7,502
7/30/25,18:54,19:09,BLANK02_Run1,BLANK,BLANK02_Run1_PI,BLANK02_Run1_PI_O2.csv,LIGHT,RUN1,1,5,7,502
7/30/25,18:54,19:09,B01,Mvie,B01_PI,B01_PI_O2.csv,LIGHT,RUN1,0,6,7,502
7/30/25,18:54,19:09,C01,Fcom,C01_PI,C01_PI_O2.csv,LIGHT,RUN1,0,7,7,502
7/30/25,18:54,19:09,J01,Ahya,J01_PI,J01_PI_O2.csv,LIGHT,RUN1,0,8,7,502
7/30/25,18:54,19:09,G01,Elam,G01_PI,G01_PI_O2.csv,LIGHT,RUN1,0,9,7,502
7/30/25,18:54,19:09,F01,Prug,F01_PI,F01_PI_O2.csv,LIGHT,RUN1,0,10,7,502
7/30/25,18:54,19:09,H01,Maeq,H01_PI,H01_PI_O2.csv,LIGHT,RUN1,0,11,7,502
7/30/25,18:54,19:09,BLANK01_Run1,BLANK,BLANK01_Run1_PI,BLANK01_Run1_PI_O2.csv,LIGHT,RUN1,1,12,7,502
7/30/25,19:17,19:33,A01,Pcyl,A01_PI,A01_PI_O2.csv,LIGHT,RUN1,0,1,8,604
7/30/25,19:17,19:33,E01,Peyo,E01_PI,E01_PI_O2.csv,LIGHT,RUN1,0,2,8,604
7/30/25,19:17,19:33,D01,Prus,D01_PI,D01_PI_O2.csv,LIGHT,RUN1,0,3,8,604
7/30/25,19:17,19:33,I01,Tfro,I01_PI,I01_PI_O2.csv,LIGHT,RUN1,0,4,8,604
7/30/25,19:17,19:33,BLANK02_Run1,BLANK,BLANK02_Run1_PI,BLANK02_Run1_PI_O2.csv,LIGHT,RUN1,1,5,8,604
7/30/25,19:17,19:33,B01,Mvie,B01_PI,B01_PI_O2.csv,LIGHT,RUN1,0,6,8,604
7/30/25,19:17,19:33,C01,Fcom,C01_PI,C01_PI_O2.csv,LIGHT,RUN1,0,7,8,604
7/30/25,19:17,19:33,J01,Ahya,J01_PI,J01_PI_O2.csv,LIGHT,RUN1,0,8,8,604
7/30/25,19:17,19:33,G01,Elam,G01_PI,G01_PI_O2.csv,LIGHT,RUN1,0,9,8,604
7/30/25,19:17,19:33,F01,Prug,F01_PI,F01_PI_O2.csv,LIGHT,RUN1,0,10,8,604
7/30/25,19:17,19:33,H01,Maeq,H01_PI,H01_PI_O2.csv,LIGHT,RUN1,0,11,8,604
7/30/25,19:17,19:33,BLANK01_Run1,BLANK,BLANK01_Run1_PI,BLANK01_Run1_PI_O2.csv,LIGHT,RUN1,1,12,8,604
7/31/25,8:27,8:42,G02,Elam,G02_PI,G02_PI_O2.csv,LIGHT,RUN2,0,1,1,0
7/31/25,8:27,8:42,H02,Maeq,H02_PI,H02_PI_O2.csv,LIGHT,RUN2,0,2,1,0
7/31/25,8:27,8:42,J02,Ahya,J02_PI,J02_PI_O2.csv,LIGHT,RUN2,0,3,1,0
7/31/25,8:27,8:42,BLANK01_Run2,BLANK,BLANK01_Run2_PI,BLANK01_Run2_PI_O2.csv,LIGHT,RUN2,1,4,1,0
7/31/25,8:27,8:42,D02,Prus,D02_PI,D02_PI_O2.csv,LIGHT,RUN2,0,5,1,0
7/31/25,8:27,8:42,C02,Fcom,C02_PI,C02_PI_O2.csv,LIGHT,RUN2,0,6,1,0
7/31/25,8:27,8:42,I02,Tfro,I02_PI,I02_PI_O2.csv,LIGHT,RUN2,0,7,1,0
7/31/25,8:27,8:42,A02,Pcyl,A02_PI,A02_PI_O2.csv,LIGHT,RUN2,0,8,1,0
7/31/25,8:27,8:42,E02,Peyo,E02_PI,E02_PI_O2.csv,LIGHT,RUN2,0,9,1,0
7/31/25,8:27,8:42,B02,Mvie,B02_PI,B02_PI_O2.csv,LIGHT,RUN2,0,10,1,0
7/31/25,8:27,8:42,BLANK02_Run2,BLANK,BLANK02_Run2_PI,BLANK02_Run2_PI_O2.csv,LIGHT,RUN2,1,11,1,0
7/31/25,8:27,8:42,F02,Prug,F02_PI,F02_PI_O2.csv,LIGHT,RUN2,0,12,1,0
7/31/25,8:45,9:02,G02,Elam,G02_PI,G02_PI_O2.csv,LIGHT,RUN2,0,1,2,51
7/31/25,8:45,9:02,H02,Maeq,H02_PI,H02_PI_O2.csv,LIGHT,RUN2,0,2,2,51
7/31/25,8:45,9:02,J02,Ahya,J02_PI,J02_PI_O2.csv,LIGHT,RUN2,0,3,2,51
7/31/25,8:45,9:02,BLANK01_Run2,BLANK,BLANK01_Run2_PI,BLANK01_Run2_PI_O2.csv,LIGHT,RUN2,1,4,2,51
7/31/25,8:45,9:02,D02,Prus,D02_PI,D02_PI_O2.csv,LIGHT,RUN2,0,5,2,51
7/31/25,8:45,9:02,C02,Fcom,C02_PI,C02_PI_O2.csv,LIGHT,RUN2,0,6,2,51
7/31/25,8:45,9:02,I02,Tfro,I02_PI,I02_PI_O2.csv,LIGHT,RUN2,0,7,2,51
7/31/25,8:45,9:02,A02,Pcyl,A02_PI,A02_PI_O2.csv,LIGHT,RUN2,0,8,2,51
7/31/25,8:45,9:02,E02,Peyo,E02_PI,E02_PI_O2.csv,LIGHT,RUN2,0,9,2,51
7/31/25,8:45,9:02,B02,Mvie,B02_PI,B02_PI_O2.csv,LIGHT,RUN2,0,10,2,51
7/31/25,8:45,9:02,BLANK02_Run2,BLANK,BLANK02_Run2_PI,BLANK02_Run2_PI_O2.csv,LIGHT,RUN2,1,11,2,51
7/31/25,8:45,9:02,F02,Prug,F02_PI,F02_PI_O2.csv,LIGHT,RUN2,0,12,2,51
7/31/25,9:05,9:22,G02,Elam,G02_PI,G02_PI_O2.csv,LIGHT,RUN2,0,1,3,100
7/31/25,9:05,9:22,H02,Maeq,H02_PI,H02_PI_O2.csv,LIGHT,RUN2,0,2,3,100
7/31/25,9:05,9:22,J02,Ahya,J02_PI,J02_PI_O2.csv,LIGHT,RUN2,0,3,3,100
7/31/25,9:05,9:22,BLANK01_Run2,BLANK,BLANK01_Run2_PI,BLANK01_Run2_PI_O2.csv,LIGHT,RUN2,1,4,3,100
7/31/25,9:05,9:22,D02,Prus,D02_PI,D02_PI_O2.csv,LIGHT,RUN2,0,5,3,100
7/31/25,9:05,9:22,C02,Fcom,C02_PI,C02_PI_O2.csv,LIGHT,RUN2,0,6,3,100
7/31/25,9:05,9:22,I02,Tfro,I02_PI,I02_PI_O2.csv,LIGHT,RUN2,0,7,3,100
7/31/25,9:05,9:22,A02,Pcyl,A02_PI,A02_PI_O2.csv,LIGHT,RUN2,0,8,3,100
7/31/25,9:05,9:22,E02,Peyo,E02_PI,E02_PI_O2.csv,LIGHT,RUN2,0,9,3,100
7/31/25,9:05,9:22,B02,Mvie,B02_PI,B02_PI_O2.csv,LIGHT,RUN2,0,10,3,100
7/31/25,9:05,9:22,BLANK02_Run2,BLANK,BLANK02_Run2_PI,BLANK02_Run2_PI_O2.csv,LIGHT,RUN2,1,11,3,100
7/31/25,9:05,9:22,F02,Prug,F02_PI,F02_PI_O2.csv,LIGHT,RUN2,0,12,3,100
7/31/25,9:26,9:41,G02,Elam,G02_PI,G02_PI_O2.csv,LIGHT,RUN2,0,1,4,197
7/31/25,9:26,9:41,H02,Maeq,H02_PI,H02_PI_O2.csv,LIGHT,RUN2,0,2,4,197
7/31/25,9:26,9:41,J02,Ahya,J02_PI,J02_PI_O2.csv,LIGHT,RUN2,0,3,4,197
7/31/25,9:26,9:41,BLANK01_Run2,BLANK,BLANK01_Run2_PI,BLANK01_Run2_PI_O2.csv,LIGHT,RUN2,1,4,4,197
7/31/25,9:26,9:41,D02,Prus,D02_PI,D02_PI_O2.csv,LIGHT,RUN2,0,5,4,197
7/31/25,9:26,9:41,C02,Fcom,C02_PI,C02_PI_O2.csv,LIGHT,RUN2,0,6,4,197
7/31/25,9:26,9:41,I02,Tfro,I02_PI,I02_PI_O2.csv,LIGHT,RUN2,0,7,4,197
7/31/25,9:26,9:41,A02,Pcyl,A02_PI,A02_PI_O2.csv,LIGHT,RUN2,0,8,4,197
7/31/25,9:26,9:41,E02,Peyo,E02_PI,E02_PI_O2.csv,LIGHT,RUN2,0,9,4,197
7/31/25,9:26,9:41,B02,Mvie,B02_PI,B02_PI_O2.csv,LIGHT,RUN2,0,10,4,197
7/31/25,9:26,9:41,BLANK02_Run2,BLANK,BLANK02_Run2_PI,BLANK02_Run2_PI_O2.csv,LIGHT,RUN2,1,11,4,197
7/31/25,9:26,9:41,F02,Prug,F02_PI,F02_PI_O2.csv,LIGHT,RUN2,0,12,4,197
