date,species,sample_ID,frag_ID,light_dark,run_block,SA_cm2,mmol.cm2.hr,chamber_channel,Temp.C,mmol.cm2.hr_uncorr,Light_level,Light_value
2025-07-30,Pcyl,A01_PI,A01,LIGHT,RUN1,1,-6.360329032258105e-4,1,28.779829787234043,-6.360329032258105e-4,1,0
2025-07-30,Peyo,E01_PI,E01,LIGHT,RUN1,1,-0.0030106379220778867,2,28.72259574468085,-0.0030106379220778867,1,0
2025-07-30,Prus,D01_PI,D01,LIGHT,RUN1,1,-0.002905571993224186,3,28.815021276595743,-0.002905571993224186,1,0
2025-07-30,Tfro,I01_PI,I01,LIGHT,RUN1,1,-0.0020608680009723624,4,28.83904255319149,-0.0020608680009723624,1,0
2025-07-30,Mvie,B01_PI,B01,LIGHT,RUN1,1,-8.538190769230633e-4,6,28.683104166666663,-8.538190769230633e-4,1,0
2025-07-30,Fcom,C01_PI,C01,LIGHT,RUN1,1,-0.001410510579150594,7,28.574468085106385,-0.001410510579150594,1,0
2025-07-30,Ahya,J01_PI,J01,LIGHT,RUN1,1,-0.0010080307317073135,8,28.554617021276595,-0.0010080307317073135,1,0
2025-07-30,Elam,G01_PI,G01,LIGHT,RUN1,1,-0.0020662551724137815,9,28.54473913043478,-0.0020662551724137815,1,0
2025-07-30,Prug,F01_PI,F01,LIGHT,RUN1,1,-0.001891535294117637,10,28.684782608695652,-0.001891535294117637,1,0
2025-07-30,Maeq,H01_PI,H01,LIGHT,RUN1,1,-0.004070478520625906,11,28.668260869565216,-0.004070478520625906,1,0
2025-07-30,Pcyl,A01_PI,A01,LIGHT,RUN1,1,1.0202199413506393e-5,1,28.76446153846154,1.0202199413506393e-5,2,51
2025-07-30,Peyo,E01_PI,E01,LIGHT,RUN1,1,-5.941973745173837e-4,2,28.69317948717949,-5.941973745173837e-4,2,51
2025-07-30,Prus,D01_PI,D01,LIGHT,RUN1,1,3.1198644833455074e-5,3,28.752333333333333,3.1198644833455074e-5,2,51
2025-07-30,Tfro,I01_PI,I01,LIGHT,RUN1,1,-5.682048387096533e-4,4,28.74746153846154,-5.682048387096533e-4,2,51
2025-07-30,Mvie,B01_PI,B01,LIGHT,RUN1,1,1.0654581280756307e-5,6,28.66610256410257,1.0654581280756307e-5,2,51
2025-07-30,Fcom,C01_PI,C01,LIGHT,RUN1,1,5.8793582887693635e-5,7,28.70048717948718,5.8793582887693635e-5,2,51
2025-07-30,Ahya,J01_PI,J01,LIGHT,RUN1,1,1.0536497326201268e-4,8,28.653846153846153,1.0536497326201268e-4,2,51
2025-07-30,Elam,G01_PI,G01,LIGHT,RUN1,1,0.001205485714285671,9,28.62374358974359,0.001205485714285671,2,51
2025-07-30,Prug,F01_PI,F01,LIGHT,RUN1,1,-6.797922077921731e-4,10,28.73625641025641,-6.797922077921731e-4,2,51
2025-07-30,Maeq,H01_PI,H01,LIGHT,RUN1,1,-9.692334975369534e-4,11,28.707538461538466,-9.692334975369534e-4,2,51
2025-07-30,Pcyl,A01_PI,A01,LIGHT,RUN1,1,4.1737846153846537e-4,1,28.76582051282051,4.1737846153846537e-4,3,98
2025-07-30,Peyo,E01_PI,E01,LIGHT,RUN1,1,9.804296103895853e-4,2,28.685333333333332,9.804296103895853e-4,3,98
2025-07-30,Prus,D01_PI,D01,LIGHT,RUN1,1,0.0017173417575083966,3,28.73628205128205,0.0017173417575083966,3,98
2025-07-30,Tfro,I01_PI,I01,LIGHT,RUN1,1,2.0912930547717492e-4,4,28.729076923076924,2.0912930547717492e-4,3,98
2025-07-30,Mvie,B01_PI,B01,LIGHT,RUN1,1,6.527606153845909e-4,6,28.648948717948716,6.527606153845909e-4,3,98
2025-07-30,Fcom,C01_PI,C01,LIGHT,RUN1,1,9.893557894737261e-4,7,28.704897435897436,9.893557894737261e-4,3,98
2025-07-30,Ahya,J01_PI,J01,LIGHT,RUN1,1,9.316676923076817e-4,8,28.662051282051284,9.316676923076817e-4,3,98
2025-07-30,Elam,G01_PI,G01,LIGHT,RUN1,1,0.0027926461538462263,9,28.62046153846154,0.0027926461538462263,3,98
2025-07-30,Prug,F01_PI,F01,LIGHT,RUN1,1,3.17152024446145e-5,10,28.717358974358977,3.17152024446145e-5,3,98
2025-07-30,Maeq,H01_PI,H01,LIGHT,RUN1,1,9.699536842105381e-4,11,28.68176923076923,9.699536842105381e-4,3,98
2025-07-30,Pcyl,A01_PI,A01,LIGHT,RUN1,1,9.263667984189745e-4,1,28.79051282051282,9.263667984189745e-4,4,198
2025-07-30,Peyo,E01_PI,E01,LIGHT,RUN1,1,0.002954213664596318,2,28.71251282051282,0.002954213664596318,4,198
2025-07-30,Prus,D01_PI,D01,LIGHT,RUN1,1,0.004364264039408912,3,28.768923076923077,0.004364264039408912,4,198
2025-07-30,Tfro,I01_PI,I01,LIGHT,RUN1,1,0.0010898681318681407,4,28.74548717948718,0.0010898681318681407,4,198
2025-07-30,Mvie,B01_PI,B01,LIGHT,RUN1,1,0.0011083586206896607,6,28.67851282051282,0.0011083586206896607,4,198
2025-07-30,Fcom,C01_PI,C01,LIGHT,RUN1,1,0.0017990993050193698,7,28.70220512820513,0.0017990993050193698,4,198
2025-07-30,Ahya,J01_PI,J01,LIGHT,RUN1,1,0.001750658823529387,8,28.679410256410257,0.001750658823529387,4,198
2025-07-30,Elam,G01_PI,G01,LIGHT,RUN1,1,0.003370261764705835,9,28.62876923076923,0.003370261764705835,4,198
2025-07-30,Prug,F01_PI,F01,LIGHT,RUN1,1,1.7231596638656437e-4,10,28.721307692307693,1.7231596638656437e-4,4,198
2025-07-30,Maeq,H01_PI,H01,LIGHT,RUN1,1,0.002744831550802137,11,28.68176923076923,0.002744831550802137,4,198
2025-07-30,Pcyl,A01_PI,A01,LIGHT,RUN1,1,0.0011146153846153899,1,28.85071794871795,0.0011146153846153899,5,302
2025-07-30,Peyo,E01_PI,E01,LIGHT,RUN1,1,0.003964571428571463,2,28.77128205128205,0.003964571428571463,5,302
2025-07-30,Prus,D01_PI,D01,LIGHT,RUN1,1,0.005842251336898365,3,28.822076923076924,0.005842251336898365,5,302
2025-07-30,Tfro,I01_PI,I01,LIGHT,RUN1,1,0.0010896916730328706,4,28.79651282051282,0.0010896916730328706,5,302
2025-07-30,Mvie,B01_PI,B01,LIGHT,RUN1,1,0.0012258158357771804,6,28.7355641025641,0.0012258158357771804,5,302
2025-07-30,Fcom,C01_PI,C01,LIGHT,RUN1,1,0.0020695802955665037,7,28.76487179487179,0.0020695802955665037,5,302
2025-07-30,Ahya,J01_PI,J01,LIGHT,RUN1,1,0.0020612273684210806,8,28.749435897435895,0.0020612273684210806,5,302
2025-07-30,Elam,G01_PI,G01,LIGHT,RUN1,1,0.0031448221538461353,9,28.694410256410254,0.0031448221538461353,5,302
2025-07-30,Prug,F01_PI,F01,LIGHT,RUN1,1,2.0447999999997807e-4,10,28.76846153846154,2.0447999999997807e-4,5,302
2025-07-30,Maeq,H01_PI,H01,LIGHT,RUN1,1,0.0037288271814672038,11,28.738923076923076,0.0037288271814672038,5,302
2025-07-30,Pcyl,A01_PI,A01,LIGHT,RUN1,1,0.001078832903225819,1,28.813044444444444,0.001078832903225819,6,404
2025-07-30,Peyo,E01_PI,E01,LIGHT,RUN1,1,0.004283599999999993,2,28.7198,0.004283599999999993,6,404
2025-07-30,Prus,D01_PI,D01,LIGHT,RUN1,1,0.006232546995073923,3,28.782622222222223,0.006232546995073923,6,404
2025-07-30,Tfro,I01_PI,I01,LIGHT,RUN1,1,8.635797909407672e-4,4,28.759,8.635797909407672e-4,6,404
2025-07-30,Mvie,B01_PI,B01,LIGHT,RUN1,1,0.0012077428165007049,6,28.696844444444444,0.0012077428165007049,6,404
2025-07-30,Fcom,C01_PI,C01,LIGHT,RUN1,1,0.002142343967611326,7,28.78304444444445,0.002142343967611326,6,404
2025-07-30,Ahya,J01_PI,J01,LIGHT,RUN1,1,0.0021344108108108197,8,28.782644444444443,0.0021344108108108197,6,404
2025-07-30,Elam,G01_PI,G01,LIGHT,RUN1,1,0.0031064994782607526,9,28.70428888888889,0.0031064994782607526,6,404
2025-07-30,Prug,F01_PI,F01,LIGHT,RUN1,1,-5.723822660098202e-4,10,28.769066666666667,-5.723822660098202e-4,6,404
2025-07-30,Maeq,H01_PI,H01,LIGHT,RUN1,1,0.0038650995073892104,11,28.73357777777778,0.0038650995073892104,6,404
2025-07-30,Pcyl,A01_PI,A01,LIGHT,RUN1,1,0.0011175915789473645,1,28.84948717948718,0.0011175915789473645,7,502
2025-07-30,Peyo,E01_PI,E01,LIGHT,RUN1,1,0.0044203617391303475,2,28.750641025641027,0.0044203617391303475,7,502
2025-07-30,Prus,D01_PI,D01,LIGHT,RUN1,1,0.006076356923076898,3,28.81946153846154,0.006076356923076898,7,502
2025-07-30,Tfro,I01_PI,I01,LIGHT,RUN1,1,6.332529325513357e-4,4,28.780615384615384,6.332529325513357e-4,7,502
2025-07-30,Mvie,B01_PI,B01,LIGHT,RUN1,1,0.0011995665024630742,6,28.723358974358973,0.0011995665024630742,7,502
2025-07-30,Fcom,C01_PI,C01,LIGHT,RUN1,1,0.0019124804953560119,7,28.819794871794873,0.0019124804953560119,7,502
2025-07-30,Ahya,J01_PI,J01,LIGHT,RUN1,1,0.0021122201739130586,8,28.831871794871795,0.0021122201739130586,7,502
2025-07-30,Elam,G01_PI,G01,LIGHT,RUN1,1,0.0027352621118012553,9,28.746,0.0027352621118012553,7,502
2025-07-30,Prug,F01_PI,F01,LIGHT,RUN1,1,-7.775824175824302e-4,10,28.805256410256412,-7.775824175824302e-4,7,502
2025-07-30,Maeq,H01_PI,H01,LIGHT,RUN1,1,0.0034413046153846357,11,28.754358974358976,0.0034413046153846357,7,502
2025-07-30,Pcyl,A01_PI,A01,LIGHT,RUN1,1,0.0010952905895439359,1,28.861214285714286,0.0010952905895439359,8,604
2025-07-30,Peyo,E01_PI,E01,LIGHT,RUN1,1,0.004648966844919732,2,28.749333333333333,0.004648966844919732,8,604
2025-07-30,Prus,D01_PI,D01,LIGHT,RUN1,1,0.0063499121400339325,3,28.825785714285715,0.0063499121400339325,8,604
2025-07-30,Tfro,I01_PI,I01,LIGHT,RUN1,1,5.999762845849713e-4,4,28.7725,5.999762845849713e-4,8,604
2025-07-30,Mvie,B01_PI,B01,LIGHT,RUN1,1,0.0011089723076922878,6,28.71904761904762,0.0011089723076922878,8,604
2025-07-30,Fcom,C01_PI,C01,LIGHT,RUN1,1,0.0020045983957219455,7,28.83769047619048,0.0020045983957219455,8,604
2025-07-30,Ahya,J01_PI,J01,LIGHT,RUN1,1,0.002094791871657801,8,28.861071428571428,0.002094791871657801,8,604
2025-07-30,Elam,G01_PI,G01,LIGHT,RUN1,1,0.0025661243697479236,9,28.763666666666666,0.0025661243697479236,8,604
2025-07-30,Prug,F01_PI,F01,LIGHT,RUN1,1,-0.001193844155844221,10,28.825880952380952,-0.001193844155844221,8,604
2025-07-30,Maeq,H01_PI,H01,LIGHT,RUN1,1,0.0032779864615384365,11,28.768476190476193,0.0032779864615384365,8,604
