sample_ID,Intercept,umol.L.sec,Temp.C,temp_c_level,temp_c_value,run_block,light_dark
A01_TPC,243.60608677098145,-0.1382669511616871,24.740280701754386,1,24.5,RUN1,DARK
G01_TPC,233.50901765844225,-0.09012747943880112,24.64498245614035,1,24.5,RUN1,DARK
C01_TPC,234.08785695006748,-0.09651315789473702,24.705526315789474,1,24.5,RUN1,DARK
F01_TPC,219.69491935483862,-0.04822137096774057,24.689122807017544,1,24.5,RUN1,DARK
E01_TPC,241.74280865948205,-0.1434063690138574,24.607245614035087,1,24.5,RUN1,DARK
BLANK1_Run1_TPC,210.86564040404056,-0.0020430014430031194,24.62842105263158,1,24.5,RUN1,DARK
J01_TPC,223.38862432332212,-0.05562113459399142,24.72326315789474,1,24.5,RUN1,DARK
I01_TPC,229.2668650246305,-0.13712906403940825,24.69456140350877,1,24.5,RUN1,DARK
BLANK2_Run1_TPC,211.3252647959184,-0.0035147959183679375,24.614315789473682,1,24.5,RUN1,DARK
B01_TPC,228.15887983114445,-0.08415112570356445,24.720456140350876,1,24.5,RUN1,DARK
H01_TPC,224.8305043478261,-0.17211225296442734,24.694684210526315,1,24.5,RUN1,DARK
D01_TPC,247.2412998381129,-0.12047837650323831,24.634298245614033,1,24.5,RUN1,DARK
A01_TPC,226.10160097777046,0.25278810469167906,24.580052631578948,1,24.5,RUN1,LIGHT
G01_TPC,221.77870548967954,0.16564295125164472,24.45922807017544,1,24.5,RUN1,LIGHT
C01_TPC,220.6905932479375,0.19304716673903607,24.52417543859649,1,24.5,RUN1,LIGHT
F01_TPC,211.43790853658535,0.10947578397212572,24.52235087719298,1,24.5,RUN1,LIGHT
E01_TPC,226.98508250355607,0.22768539592223946,24.37098245614035,1,24.5,RUN1,LIGHT
BLANK1_Run1_TPC,211.5943308284456,-0.013031341642226038,24.417754385964912,1,24.5,RUN1,LIGHT
J01_TPC,216.62744129554662,0.0959757085020238,24.529947368421052,1,24.5,RUN1,LIGHT
I01_TPC,220.3652663265307,0.11941153061224406,24.470122807017542,1,24.5,RUN1,LIGHT
BLANK2_Run1_TPC,211.79059259944498,-0.006717915510329823,24.387912280701755,1,24.5,RUN1,LIGHT
B01_TPC,218.05330845665955,0.14426589147286878,24.496052631578948,1,24.5,RUN1,LIGHT
H01_TPC,214.4926898954703,0.14196791183858717,24.507210526315788,1,24.5,RUN1,LIGHT
D01_TPC,228.230502228164,0.28523963903743227,24.462052631578945,1,24.5,RUN1,LIGHT
A01_TPC,229.16849178981937,-0.14449042145593805,26.002228070175438,2,26,RUN1,DARK
G01_TPC,224.96325938945427,-0.1073202590194269,25.88919298245614,2,26,RUN1,DARK
C01_TPC,222.94193527183592,-0.10701036096256634,25.979877192982457,2,26,RUN1,DARK
F01_TPC,212.3251802955665,-0.049184236453200886,25.93584210526316,2,26,RUN1,DARK
E01_TPC,228.7748931092437,-0.17001747899159644,25.915719298245612,2,26,RUN1,DARK
BLANK1_Run1_TPC,204.6866281071585,-0.008148089591567893,25.87435087719298,2,26,RUN1,DARK
J01_TPC,215.1659437246963,-0.07591052631578844,25.957245614035088,2,26,RUN1,DARK
I01_TPC,220.96386252228157,-0.15048195187165725,25.913052631578946,2,26,RUN1,DARK
BLANK2_Run1_TPC,204.86654798387102,-0.008503629032258967,25.83078947368421,2,26,RUN1,DARK
B01_TPC,216.38668484848495,-0.10028484848484912,25.96815789473684,2,26,RUN1,DARK
H01_TPC,214.29146532769553,-0.17799513742071804,25.878350877192982,2,26,RUN1,DARK
D01_TPC,229.97077346938786,-0.14891489795918497,25.87654385964912,2,26,RUN1,DARK
A01_TPC,212.06102892102354,0.2846905450500529,26.15138888888889,2,26,RUN1,LIGHT
G01_TPC,211.4693142100857,0.2287851875860942,26.020611111111112,2,26,RUN1,LIGHT
C01_TPC,209.4842414431082,0.21321091581868648,26.139518518518518,2,26,RUN1,LIGHT
F01_TPC,204.34299507246405,0.08784260869564585,26.04601851851852,2,26,RUN1,LIGHT
E01_TPC,213.60608300395262,0.24514525691699332,26.088203703703705,2,26,RUN1,LIGHT
BLANK1_Run1_TPC,205.184861464495,-0.00830508062555659,26.01509259259259,2,26,RUN1,LIGHT
J01_TPC,206.68545538461552,0.14001470085469755,26.15275925925926,2,26,RUN1,LIGHT
I01_TPC,211.18206279069767,0.16319795630725845,26.08822222222222,2,26,RUN1,LIGHT
BLANK2_Run1_TPC,205.30205516029875,-0.007001317523057966,26.00964814814815,2,26,RUN1,LIGHT
B01_TPC,206.18397439613537,0.163010144927535,26.16774074074074,2,26,RUN1,LIGHT
H01_TPC,203.78587854251023,0.16410526315789328,26.059462962962964,2,26,RUN1,LIGHT
D01_TPC,212.555202352941,0.2774401809954773,26.087203703703704,2,26,RUN1,LIGHT
A01_TPC,221.2452773109244,-0.1667298701298704,27.093685185185187,3,27,RUN1,DARK
G01_TPC,217.97326244343895,-0.1160766669512511,26.98075925925926,3,27,RUN1,DARK
C01_TPC,216.81969907304415,-0.13084538375973265,27.07627777777778,3,27,RUN1,DARK
F01_TPC,211.26560616246485,-0.06774929971988593,27.064962962962962,3,27,RUN1,DARK
E01_TPC,226.1164201550388,-0.1990343199436229,26.974703703703703,3,27,RUN1,DARK
BLANK1_Run1_TPC,199.32124753901573,-0.009961728691478197,26.996074074074073,3,27,RUN1,DARK
J01_TPC,212.12730867709817,-0.08798719772404008,27.08588888888889,3,27,RUN1,DARK
I01_TPC,216.61809732404691,-0.16077877565982254,27.058833333333332,3,27,RUN1,DARK
BLANK2_Run1_TPC,201.28095870134777,-0.011963941333765174,26.946333333333335,3,27,RUN1,DARK
B01_TPC,211.03820609756102,-0.11321829268292767,27.08225925925926,3,27,RUN1,DARK
H01_TPC,209.49436632346627,-0.2064203346203338,27.01248148148148,3,27,RUN1,DARK
D01_TPC,224.08624683673466,-0.1565011224489793,27.000703703703703,3,27,RUN1,DARK
A01_TPC,206.5739676113361,0.2298340080971653,27.15683333333333,3,27,RUN1,LIGHT
G01_TPC,203.73283300492616,0.22856600985221606,27.03611111111111,3,27,RUN1,LIGHT
C01_TPC,203.1254958188154,0.20773362369337836,27.137314814814815,3,27,RUN1,LIGHT
F01_TPC,202.624762145749,0.13695404858299579,27.128925925925927,3,27,RUN1,LIGHT
E01_TPC,210.10484559099436,0.2654568480300183,27.0385,3,27,RUN1,LIGHT
BLANK1_Run1_TPC,200.2020659266112,-0.014330743139068923,27.06087037037037,3,27,RUN1,LIGHT
J01_TPC,203.9969362170086,0.12041898826979923,27.139166666666668,3,27,RUN1,LIGHT
I01_TPC,207.43083958724205,0.15315562851782297,27.109111111111112,3,27,RUN1,LIGHT
BLANK2_Run1_TPC,201.9543188775511,-0.01144704081632729,27.00035185185185,3,27,RUN1,LIGHT
B01_TPC,200.49391443850277,0.15613368983957113,27.13211111111111,3,27,RUN1,LIGHT
H01_TPC,199.2609600806452,0.15233508064516035,27.067888888888888,3,27,RUN1,LIGHT
D01_TPC,206.67885296167256,0.2701257839721249,27.05190740740741,3,27,RUN1,LIGHT
A01_TPC,215.17646568627435,-0.19082843137254546,28.123666666666665,4,28,RUN1,DARK
G01_TPC,215.89270166870176,-0.1175531135531155,28.014518518518518,4,28,RUN1,DARK
C01_TPC,208.31283101045295,-0.1219189895470382,28.07914814814815,4,28,RUN1,DARK
F01_TPC,205.4054545454541,-0.06863636363635574,28.04872222222222,4,28,RUN1,DARK
E01_TPC,221.52645092460887,-0.21062359120253898,28.003037037037036,4,28,RUN1,DARK
BLANK1_Run1_TPC,196.27915335968393,-0.01385718050066069,28.000351851851853,4,28,RUN1,DARK
J01_TPC,207.25351184109996,-0.09610542398777505,28.07324074074074,4,28,RUN1,DARK
I01_TPC,212.3638862019915,-0.17811522048364237,28.040185185185187,4,28,RUN1,DARK
BLANK2_Run1_TPC,197.51267684167684,-0.011554334554334716,27.944666666666667,4,28,RUN1,DARK
B01_TPC,206.34934084691992,-0.10205482000218981,28.055425925925924,4,28,RUN1,DARK
H01_TPC,204.92849928876242,-0.22538999525841627,28.034203703703703,4,28,RUN1,DARK
D01_TPC,220.5702179144386,-0.17800100267379879,27.94964814814815,4,28,RUN1,DARK
A01_TPC,202.80680219780226,0.21743956043955795,28.17538888888889,4,28,RUN1,LIGHT
G01_TPC,201.4694753694582,0.24560426929392312,28.068444444444445,4,28,RUN1,LIGHT
C01_TPC,193.94275413533828,0.2241300751879714,28.15375925925926,4,28,RUN1,LIGHT
F01_TPC,196.60002766798422,0.1452351778656115,28.128870370370368,4,28,RUN1,LIGHT
E01_TPC,204.95270871080137,0.27252578397212573,28.083925925925925,4,28,RUN1,LIGHT
BLANK1_Run1_TPC,197.29089758179228,-0.01656526972316379,28.05935185185185,4,28,RUN1,LIGHT
J01_TPC,199.16981148696263,0.12812586328400274,28.114796296296298,4,28,RUN1,LIGHT
I01_TPC,202.5784949343341,0.15577701688555215,28.105925925925927,4,28,RUN1,LIGHT
BLANK2_Run1_TPC,198.4480747508307,-0.013932497734824845,27.988777777777777,4,28,RUN1,LIGHT
B01_TPC,194.9927104660045,0.15034194041253035,28.110462962962963,4,28,RUN1,LIGHT
H01_TPC,195.4213305728677,0.1402691027063951,28.086222222222222,4,28,RUN1,LIGHT
D01_TPC,201.8179918118467,0.2725301393728223,28.01498148148148,4,28,RUN1,LIGHT
A01_TPC,213.80665765765767,-0.20051441441441462,29.132407407407406,5,29,RUN1,DARK
G01_TPC,207.15328084179976,-0.1412871311078863,29.027814814814814,5,29,RUN1,DARK
C01_TPC,215.71258010204087,-0.15357704081632725,29.102537037037038,5,29,RUN1,DARK
F01_TPC,204.15376096207208,-0.07773074313906833,29.092407407407407,5,29,RUN1,DARK
E01_TPC,223.01941443850274,-0.2289879679144399,29.029462962962963,5,29,RUN1,DARK
BLANK1_Run1_TPC,190.1050542986426,-0.020052847263724766,29.010314814814816,5,29,RUN1,DARK
J01_TPC,200.53839112903228,-0.10269435483870998,29.08061111111111,5,29,RUN1,DARK
I01_TPC,208.2605488529015,-0.1979720647773283,29.04153703703704,5,29,RUN1,DARK
BLANK2_Run1_TPC,191.39866505587446,-0.0177197221383277,28.93851851851852,5,29,RUN1,DARK
B01_TPC,206.42414733893548,-0.1406997198879541,29.038666666666668,5,29,RUN1,DARK
H01_TPC,201.38760638297865,-0.24493085106382909,29.018981481481482,5,29,RUN1,DARK
D01_TPC,221.77433292682935,-0.19470609756097648,28.948222222222224,5,29,RUN1,DARK
A01_TPC,200.48217260656887,0.2134166190203916,29.201851851851853,5,29,RUN1,LIGHT
G01_TPC,193.48328603145234,0.21815843354918343,29.097574074074075,5,29,RUN1,LIGHT
C01_TPC,201.0052579831933,0.22758067226890677,29.187444444444445,5,29,RUN1,LIGHT
F01_TPC,195.71552975326557,0.13323512336719898,29.18324074074074,5,29,RUN1,LIGHT
E01_TPC,206.03750887096774,0.2802491935483869,29.11998148148148,5,29,RUN1,LIGHT
BLANK1_Run1_TPC,191.34018058161357,-0.018899437148218765,29.08416666666667,5,29,RUN1,LIGHT
J01_TPC,192.931186923077,0.12173153846153624,29.172814814814814,5,29,RUN1,LIGHT
I01_TPC,198.9959075391181,0.14362043622569862,29.09927777777778,5,29,RUN1,LIGHT
BLANK2_Run1_TPC,192.53866955876887,-0.017680088987762074,29.004444444444445,5,29,RUN1,LIGHT
B01_TPC,195.08764668989545,0.16956864111498318,29.124814814814815,5,29,RUN1,LIGHT
H01_TPC,193.19514521664507,0.13022908622908852,29.09812962962963,5,29,RUN1,LIGHT
D01_TPC,204.35506377730815,0.2646267089499626,29.015796296296298,5,29,RUN1,LIGHT
A01_TPC,210.6599393728223,-0.21340435540069663,30.087925925925926,6,30,RUN1,DARK
G01_TPC,210.37348649572658,-0.15305059829059864,29.95937037037037,6,30,RUN1,DARK
C01_TPC,209.72352772600817,-0.1602124625232972,30.0687962962963,6,30,RUN1,DARK
F01_TPC,198.89607239736057,-0.08701026392961701,30.023185185185184,6,30,RUN1,DARK
E01_TPC,216.5120785750471,-0.23965941163699597,29.957611111111113,6,30,RUN1,DARK
BLANK1_Run1_TPC,184.18514011154005,-0.01944839124839019,29.979407407407408,6,30,RUN1,DARK
J01_TPC,199.24871352177232,-0.11454530175706586,30.03172222222222,6,30,RUN1,DARK
I01_TPC,200.2853365750528,-0.2059472163495413,29.988074074074074,6,30,RUN1,DARK
BLANK2_Run1_TPC,185.05451289198604,-0.018353310104528977,29.892185185185184,6,30,RUN1,DARK
B01_TPC,203.65752659574477,-0.1473537234042567,29.969537037037036,6,30,RUN1,DARK
H01_TPC,198.81475607287445,-0.25044797570850175,29.953814814814816,6,30,RUN1,DARK
D01_TPC,218.68095487804894,-0.22392560975609954,29.897277777777777,6,30,RUN1,DARK
A01_TPC,197.82789879879883,0.21268326898326897,30.121259259259258,6,30,RUN1,LIGHT
G01_TPC,197.50741897959188,0.2092573469387754,29.980685185185184,6,30,RUN1,LIGHT
C01_TPC,195.74872268907558,0.2192336134453789,30.10275925925926,6,30,RUN1,LIGHT
F01_TPC,191.28758191632926,0.12562186234817835,30.04387037037037,6,30,RUN1,LIGHT
E01_TPC,201.1615386590155,0.2609578677136809,29.996555555555556,6,30,RUN1,LIGHT
BLANK1_Run1_TPC,185.72474814986123,-0.020957562442183365,30.01377777777778,6,30,RUN1,LIGHT
J01_TPC,191.03321862348173,0.1327344129554667,30.084222222222223,6,30,RUN1,LIGHT
I01_TPC,192.09046370967735,0.13089461143695127,30.062722222222224,6,30,RUN1,LIGHT
BLANK2_Run1_TPC,186.4545325581395,-0.018995983086680185,29.94774074074074,6,30,RUN1,LIGHT
B01_TPC,192.51824293353704,0.17533460656990094,30.05477777777778,6,30,RUN1,LIGHT
H01_TPC,190.19114257703072,0.14136834733893688,29.99822222222222,6,30,RUN1,LIGHT
D01_TPC,200.13095161290317,0.28980322580645274,29.96351851851852,6,30,RUN1,LIGHT
A01_TPC,202.19575294117638,-0.20795182072829052,31.000561403508772,7,31,RUN1,DARK
G01_TPC,201.3309187675069,-0.16206442577030689,30.89015789473684,7,31,RUN1,DARK
C01_TPC,200.71199365259432,-0.16526359290171008,30.987543859649122,7,31,RUN1,DARK
F01_TPC,194.03801597548966,-0.09073574789364287,30.941473684210525,7,31,RUN1,DARK
E01_TPC,209.36065210233033,-0.26134232522796386,30.8940350877193,7,31,RUN1,DARK
BLANK1_Run1_TPC,183.77105075187976,-0.023843855327975873,30.906473684210525,7,31,RUN1,DARK
J01_TPC,192.03231773752566,-0.12319176349965884,30.918666666666667,7,31,RUN1,DARK
I01_TPC,196.30718500273665,-0.21424247400109278,30.92464912280702,7,31,RUN1,DARK
BLANK2_Run1_TPC,183.8450862764072,-0.02312207708434279,30.801000000000002,7,31,RUN1,DARK
B01_TPC,194.09920883441262,-0.16232215541165648,30.925456140350878,7,31,RUN1,DARK
H01_TPC,191.80880156794427,-0.2620900696864114,30.88143859649123,7,31,RUN1,DARK
D01_TPC,204.90108811285842,-0.23888494449583667,30.791035087719298,7,31,RUN1,DARK
A01_TPC,189.7136463922294,0.19782678075855678,30.997907407407407,7,31,RUN1,LIGHT
G01_TPC,189.13149502133712,0.1933494547178756,30.88614814814815,7,31,RUN1,LIGHT
C01_TPC,187.72852512820512,0.2086605128205132,31.015851851851853,7,31,RUN1,LIGHT
F01_TPC,186.39208356460065,0.11866481652790661,30.94838888888889,7,31,RUN1,LIGHT
E01_TPC,194.03728024193538,0.24314369501466443,30.929648148148146,7,31,RUN1,LIGHT
BLANK1_Run1_TPC,185.1668120075047,-0.019433489681050492,30.919074074074075,7,31,RUN1,LIGHT
J01_TPC,185.134081792717,0.10936414565826388,30.94635185185185,7,31,RUN1,LIGHT
I01_TPC,187.72524178999294,0.13501106412966965,30.957703703703704,7,31,RUN1,LIGHT
BLANK2_Run1_TPC,185.0252953846154,-0.014520769230770008,30.838425925925925,7,31,RUN1,LIGHT
B01_TPC,184.64902767595302,0.14333742668621746,30.964037037037038,7,31,RUN1,LIGHT
H01_TPC,184.01505130845126,0.1227010296010307,30.913851851851852,7,31,RUN1,LIGHT
D01_TPC,189.25479130434786,0.24557779833487442,30.84614814814815,7,31,RUN1,LIGHT
A01_TPC,207.2069781512604,-0.23870924369747756,32.11198148148148,8,32,RUN1,DARK
G01_TPC,205.9536480051479,-0.17756113256113046,32.021,8,32,RUN1,DARK
C01_TPC,204.16811660079057,-0.16881324110672066,32.07442592592593,8,32,RUN1,DARK
F01_TPC,192.40876164045633,-0.09145544249151985,32.075833333333335,8,32,RUN1,DARK
E01_TPC,212.90482931641998,-0.268397533474277,31.98314814814815,8,32,RUN1,DARK
BLANK1_Run1_TPC,176.31267770034853,-0.02371933797909568,31.98487037037037,8,32,RUN1,DARK
J01_TPC,193.9359767346939,-0.13027775510204107,32.00427777777778,8,32,RUN1,DARK
I01_TPC,193.74762987012986,-0.23903307157958265,32.01233333333333,8,32,RUN1,DARK
BLANK2_Run1_TPC,176.22352198219704,-0.02501769431176641,31.87364814814815,8,32,RUN1,DARK
B01_TPC,196.44399516129036,-0.16783951612903325,31.94224074074074,8,32,RUN1,DARK
H01_TPC,189.48389792299895,-0.27824392097264355,31.95912962962963,8,32,RUN1,DARK
D01_TPC,210.7150253623189,-0.24688478260869645,31.87227777777778,8,32,RUN1,DARK
A01_TPC,196.12898331298325,0.17967582417582548,32.12305263157894,8,32,RUN1,LIGHT
G01_TPC,196.04713693456296,0.15556310935441398,32.031684210526315,8,32,RUN1,LIGHT
C01_TPC,192.24581829268283,0.17652317073170865,32.09626315789474,8,32,RUN1,LIGHT
F01_TPC,185.9788787456447,0.09631933797909278,32.10417543859649,8,32,RUN1,LIGHT
E01_TPC,200.8792367864693,0.20169556025370053,32.0040701754386,8,32,RUN1,LIGHT
BLANK1_Run1_TPC,178.19066890756295,-0.026431932773108412,32.007456140350875,8,32,RUN1,LIGHT
J01_TPC,188.25926306122463,0.09144224489795778,31.99861403508772,8,32,RUN1,LIGHT
I01_TPC,187.68601480051484,0.09107824967824933,32.017947368421055,8,32,RUN1,LIGHT
BLANK2_Run1_TPC,178.17053551020402,-0.02879183673469353,31.880912280701754,8,32,RUN1,LIGHT
B01_TPC,187.45300394680393,0.13365469755469847,31.94236842105263,8,32,RUN1,LIGHT
H01_TPC,182.8884535985657,0.09565226671219998,31.955754385964912,8,32,RUN1,LIGHT
D01_TPC,197.91766928769658,0.19692518501387554,31.872087719298246,8,32,RUN1,LIGHT
A01_TPC,176.36890688259106,-0.23932793522267173,34.16777777777778,9,34,RUN1,DARK
G01_TPC,181.41547417417414,-0.168948648648648,34.08237037037037,9,34,RUN1,DARK
C01_TPC,178.13408275862082,-0.18206551724138134,34.15061111111111,9,34,RUN1,DARK
F01_TPC,174.33754584980238,-0.09476824769433506,34.11994444444444,9,34,RUN1,DARK
E01_TPC,186.32738278436534,-0.29410461133069815,34.03311111111111,9,34,RUN1,DARK
BLANK1_Run1_TPC,164.95098843663268,-0.02932701202590136,34.05835185185185,9,34,RUN1,DARK
J01_TPC,173.4002229210342,-0.14205591766723832,34.018574074074074,9,34,RUN1,DARK
I01_TPC,175.7154043692741,-0.23966307258632777,34.064314814814814,9,34,RUN1,DARK
BLANK2_Run1_TPC,165.90459017589015,-0.023162033462032817,33.930703703703706,9,34,RUN1,DARK
B01_TPC,172.20529879879874,-0.17356036036035974,33.944407407407404,9,34,RUN1,DARK
H01_TPC,168.1228501559714,-0.25848161764705796,33.983814814814814,9,34,RUN1,DARK
D01_TPC,186.72325000000006,-0.27465365853658685,33.87603703703704,9,34,RUN1,DARK
A01_TPC,173.5021617433621,0.07010475539998264,34.1666,9,34,RUN1,LIGHT
G01_TPC,175.01439408866997,0.10781428571428522,34.09558333333333,9,34,RUN1,LIGHT
C01_TPC,171.5567431372549,0.10573081232492977,34.16911666666667,9,34,RUN1,LIGHT
F01_TPC,171.02240994371493,0.05807617260787808,34.13708333333333,9,34,RUN1,LIGHT
E01_TPC,178.2589401092802,0.1630530180141733,34.061,9,34,RUN1,LIGHT
BLANK1_Run1_TPC,167.80490442243664,-0.04415516946981979,34.06745,9,34,RUN1,LIGHT
J01_TPC,170.75304964539015,0.049517531480676585,34.03726666666667,9,34,RUN1,LIGHT
I01_TPC,173.14199270108043,0.05841262905162042,34.10185,9,34,RUN1,LIGHT
BLANK2_Run1_TPC,168.39058564102567,-0.03529846153846152,33.94703333333333,9,34,RUN1,LIGHT
B01_TPC,168.93144435933914,0.062270379691431094,33.92731666666667,9,34,RUN1,LIGHT
H01_TPC,166.26716733511583,0.043745655080214454,34.008783333333334,9,34,RUN1,LIGHT
D01_TPC,178.26842016806717,0.144838375350141,33.8976,9,34,RUN1,LIGHT
