date ,start_time,stop_time,colony_number,site,sample_ID,SGD_dil,FileID_csv,day_block,run_block,chamber_channel,light_dark,BLANK,date_coral_collected,date_water_collected,notes
5/29/23,11:38,12:03,BLANK,Cabral,Tr1_Blank_Dil1_Light,0.01,Trial_Blank_Dil1Ch1_Day1_Light_05292023_O2.csv,1,RUN1,1,LIGHT,y,,,
5/29/23,11:38,12:03,BLANK,Cabral,Tr1_Blank_Dil2_Light,0.03,Trial_Blank_Dil2Ch2_Day1_Light_05292023_O2.csv,1,RUN1,2,LIGHT,y,,,
5/29/23,11:38,12:03,BLANK,Cabral,Tr1_Blank_Dil3_Light,0.05,Trial_Blank_Dil3Ch3Day1_Light_05292023_O2.csv,1,RUN1,3,LIGHT,y,,,
5/29/23,11:38,12:03,BLANK,Cabral,Tr1_Blank_Dil5_Light,0.1,Trial_Blank_Dil5Ch5_Day1_Light_05292023_O2.csv,1,RUN1,5,LIGHT,y,,,
5/29/23,11:38,12:03,BLANK,Cabral,Tr1_Blank_Dil6_Light,0.2,Trial_Blank_Dil6Ch6_Day1_Light_05292023_O2.csv,1,RUN1,6,LIGHT,y,,,
5/29/23,11:38,12:03,BLANK,Cabral,Tr1_Blank_Dil7_Light,0.3,Trial_Blank_Dil7Ch7_Day1_Light_05292023_O2.csv,1,RUN1,7,LIGHT,y,,,
5/29/23,11:38,12:03,BLANK,Cabral,Tr1_Blank_Dil8_Light,0.4,Trial_Blank_Dil8Ch8_Day1_Light_05292023_O2.csv,1,RUN1,8,LIGHT,y,,,
5/29/23,11:38,12:03,BLANK,Cabral,Tr1_Blank_Dil9_Light,0.5,Trial_Blank_Dil9Ch9_Day1_Light_05292023_O2.csv,1,RUN1,9,LIGHT,y,,,
5/29/23,12:23,12:48,BLANK,Cabral,Tr1_Blank_Dil1_Dark,0.01,Trial_Blank_Dil1Ch1_Day1_Dark_05292023_O2.csv,1,RUN1,1,DARK,y,,,
5/29/23,12:23,12:48,BLANK,Cabral,Tr1_Blank_Dil2_Dark,0.03,Trial_Blank_Dil2Ch2_Day1_Dark_05292023_O2.csv,1,RUN1,2,DARK,y,,,
5/29/23,12:23,12:48,BLANK,Cabral,Tr1_Blank_Dil3_Dark,0.05,Trial_Blank_Dil3Ch3_Day1_Dark_05292023_O2.csv,1,RUN1,3,DARK,y,,,
5/29/23,12:23,12:48,BLANK,Cabral,Tr1_Blank_Dil5_Dark,0.1,Trial_Blank_Dil5Ch5_Day1_Dark_05292023_O2.csv,1,RUN1,5,DARK,y,,,
5/29/23,12:23,12:48,BLANK,Cabral,Tr1_Blank_Dil6_Dark,0.2,Trial_Blank_Dil6Ch6_Day1_Dark_05292023_O2.csv,1,RUN1,6,DARK,y,,,
5/29/23,12:23,12:48,BLANK,Cabral,Tr1_Blank_Dil7_Dark,0.3,Trial_Blank_Dil7Ch7_Day1_Dark_05292023_O2.csv,1,RUN1,7,DARK,y,,,
5/29/23,12:23,12:48,BLANK,Cabral,Tr1_Blank_Dil8_Dark,0.4,Trial_Blank_Dil8Ch8_Day1_Dark_05292023_O2.csv,1,RUN1,8,DARK,y,,,
5/29/23,12:23,12:48,BLANK,Cabral,Tr1_Blank_Dil9_Dark,0.5,Trial_Blank_Dil9Ch9_Day1_Dark_05292023_O2.csv,1,RUN1,9,DARK,y,,,
5/29/23,19:06,19:29,BLANK,Cabral,Tr1_Blank_Dil10_Light,1,Trial_Blank_Dil10_Ch1_Dark_05292023_O2.csv,1,RUN2,1,DARK,y,,,
5/29/23,19:06,19:29,BLANK,Cabral,Tr1_Blank_Dil11_Light,1.5,Trial_Blank_Dil11Ch2_Dark_05292023_O2.csv,1,RUN2,2,DARK,y,,,
5/29/23,19:06,19:29,BLANK,Cabral,Tr1_Blank_Dil12_Light,2,Trial_Blank_Dil12Ch3_Dark_05292023_O2.csv,1,RUN2,3,DARK,y,,,
5/29/23,19:06,19:29,BLANK,Cabral,Tr1_Blank_Dil13_Light,2.5,Trial_Blank_Dil13Ch4_Dark_05292023_O2.csv,1,RUN2,4,DARK,y,,,
5/29/23,19:06,19:29,BLANK,Cabral,Tr1_Blank_Dil14_Light,3,Trial_Blank_Dil14Ch5_Dark_05292023_O2.csv,1,RUN2,5,DARK,y,,,
5/29/23,19:06,19:29,BLANK,Cabral,Tr1_Blank_Dil15_Light,3.5,Trial_Blank_Dil15Ch6_Dark_05292023_O2.csv,1,RUN2,6,DARK,y,,,
5/29/23,19:06,19:29,BLANK,Cabral,Tr1_Blank_Dil16_Light,4,Trial_Blank_Dil16Ch7_Dark_05292023_O2.csv,1,RUN2,7,DARK,y,,,
5/29/23,19:06,19:29,BLANK,Cabral,Tr1_Blank_Dil17_Light,5,Trial_Blank_Dil17Ch8_Dark_05292023_O2.csv,1,RUN2,8,DARK,y,,,
5/29/23,19:38,20:03,BLANK,Cabral,Tr1_Blank_Dil10_Dark,1,Trial_Blank_Dil10_Ch1_light_05292023_O2.csv,1,RUN2,1,LIGHT,y,,,
5/29/23,19:38,20:03,BLANK,Cabral,Tr1_Blank_Dil11_Dark,1.5,Trial_Blank_Dil11_Ch2_light_05292023_O2.csv,1,RUN2,2,LIGHT,y,,,
5/29/23,19:38,20:03,BLANK,Cabral,Tr1_Blank_Dil12_Dark,2,Trial_Blank_Dil12_Ch3_light_05292023_O2.csv,1,RUN2,3,LIGHT,y,,,
5/29/23,19:38,20:03,BLANK,Cabral,Tr1_Blank_Dil13_Dark,2.5,Trial_Blank_Dil13_Ch4_light_05292023_O2.csv,1,RUN2,4,LIGHT,y,,,
5/29/23,19:38,20:03,BLANK,Cabral,Tr1_Blank_Dil14_Dark,3,Trial_Blank_Dil14_Ch5_light_05292023_O2.csv,1,RUN2,5,LIGHT,y,,,
5/29/23,19:38,20:03,BLANK,Cabral,Tr1_Blank_Dil15_Dark,3.5,Trial_Blank_Dil15_Ch6_light_05292023_O2.csv,1,RUN2,6,LIGHT,y,,,
5/29/23,19:38,20:03,BLANK,Cabral,Tr_Blank_Dil16_Dark,4,Trial_Blank_Dil16_Ch7_light_05292023_O2.csv,1,RUN2,7,LIGHT,y,,,
5/29/23,19:38,20:03,BLANK,Cabral,Tr1_Blank_Dil17_Dark,5,Trial_Blank_Dil17_Ch8_light_05292023_O2.csv,1,RUN2,8,LIGHT,y,,,
5/29/23,14:22,14:44,1,Cabral,Tr1_Col1_Dil1_Light,0.01,Trial_Col1_Dil1Ch1_Day1_Light_05292023_O2.csv,1,RUN3,1,LIGHT,n,,,
5/29/23,14:22,14:44,1,Cabral,Tr1_Col1_Dil2_Light,0.03,Trial_Col1_Dil2Ch2_Day1_Light_05292023_O2.csv,1,RUN3,2,LIGHT,n,,,
5/29/23,14:22,14:44,1,Cabral,Tr1_Col1_Dil3_Light,0.05,Trial_Col1_Dil3Ch3_Day1_Light_05292023_O2.csv,1,RUN3,3,LIGHT,n,,,
5/29/23,14:22,14:44,1,Cabral,Tr1_Col1_Dil4_Light,0.07,Trial_Col1_Dil4Ch4_Day1_Light_05292023_O2.csv,1,RUN3,4,LIGHT,n,,,
5/29/23,14:22,14:44,1,Cabral,Tr1_Col1_Dil5_Light,0.1,Trial_Col1_Dil5Ch5_Day1_Light_05292023_O2.csv,1,RUN3,5,LIGHT,n,,,
5/29/23,14:22,14:44,1,Cabral,Tr1_Col1_Dil6_Light,0.2,Trial_Col1_Dil6Ch6_Day1_Light_05292023_O2.csv,1,RUN3,6,LIGHT,n,,,
5/29/23,14:22,14:44,1,Cabral,Tr1_Col1_Dil7_Light,0.3,Trial_Col1_Dil7Ch7_Day1_Light_05292023_O2.csv,1,RUN3,7,LIGHT,n,,,
5/29/23,14:22,14:44,1,Cabral,Tr1_Col1_Dil8_Light,0.4,Trial_Col1_Dil8Ch8_Day1_Light_05292023_O2.csv,1,RUN3,8,LIGHT,n,,,
5/29/23,14:22,14:44,BLANK,Cabral,Tr1_Blank_Dil4_Light,0.07,Trial_Blank_Dil4Ch10_Day1_Light_05292023_O2.csv,1,RUN3,10,LIGHT,y,,,
5/29/23,14:22,14:44,1,Cabral,Tr1_Col1_Dil9_Light,0.5,Trial_Col1_Dil9Ch9_Day1_Light_05292023_O2.csv,1,RUN3,9,LIGHT,n,,,
5/29/23,14:52,15:16,1,Cabral,Tr1_Col1_Dil1_Dark,0.01,Trial_Col1_Dil1Ch1_Day1_Dark_05292023_O2.csv,1,RUN3,1,DARK,n,,,
5/29/23,14:52,15:16,1,Cabral,Tr1_Col1_Dil2_Dark,0.03,Trial_Col1_Dil2Ch2_Day1_Dark_05292023_O2.csv,1,RUN3,2,DARK,n,,,
5/29/23,14:52,15:16,1,Cabral,Tr1_Col1_Dil3_Dark,0.05,Trial_Col1_Dil3Ch3_Day1_Dark_05292023_O2.csv,1,RUN3,3,DARK,n,,,
5/29/23,14:52,15:16,1,Cabral,Tr1_Col1_Dil4_Dark,0.07,Trial_Col1_Dil4Ch4_Day1_Dark_05292023_O2.csv,1,RUN3,4,DARK,n,,,
5/29/23,14:52,15:16,1,Cabral,Tr1_Col1_Dil5_Dark,0.1,Trial_Col1_Dil5Ch5_Day1_Dark_05292023_O2.csv,1,RUN3,5,DARK,n,,,
5/29/23,14:52,15:16,1,Cabral,Tr1_Col1_Dil6_Dark,0.2,Trial_Col1_Dil6Ch6_Day1_Dark_05292023_O2.csv,1,RUN3,6,DARK,n,,,
5/29/23,14:52,15:16,1,Cabral,Tr1_Col1_Dil7_Dark,0.3,Trial_Col1_Dil7Ch7_Day1_Dark_05292023_O2.csv,1,RUN3,7,DARK,n,,,
5/29/23,14:52,15:16,1,Cabral,Tr1_Col1_Dil8_Dark,0.4,Trial_Col1_Dil8Ch8_Day1_Dark_05292023_O2.csv,1,RUN3,8,DARK,n,,,
5/29/23,14:52,15:16,BLANK,Cabral,Tr1_Blank_Dil4_Dark,0.07,Trial_Blank_Dil4Ch10_Day1_Dark_05292023_O2.csv,1,RUN3,10,DARK,y,,,
5/29/23,14:52,15:16,1,Cabral,Tr1_Col1_Dil9_Dark,0.5,Trial_Col1_Dil9Ch9_Day1_Dark_05292023_O2.csv,1,RUN3,9,DARK,n,,,
5/29/23,17:21,17:46,1,Cabral,Tr1_Col1_Dil10_Light,1,Trial_Col1_Dil10_Ch1_Day1_Light_05292023_O2.csv,1,RUN4,1,LIGHT,n,,,
5/29/23,17:21,17:46,1,Cabral,Tr_Col1_Dil11_Light,1.5,Trial_Col1_Dil11Ch2_Day1_Light_05292023_O2.csv,1,RUN4,2,LIGHT,n,,,
5/29/23,17:21,17:46,1,Cabral,Tr1_Col1_Dil12_Light,2,Trial_Col1_Dil12Ch3_Day1_Light_05292023_O2.csv,1,RUN4,3,LIGHT,n,,,
5/29/23,17:21,17:46,1,Cabral,Tr1_Col1_Dil13_Light,2.5,Trial_Col1_Dil13Ch4_Day1_Light_05292023_O2.csv,1,RUN4,4,LIGHT,n,,,
5/29/23,17:21,17:46,1,Cabral,Tr1_Col1_Dil14_Light,3,Trial_Col1_Dil14Ch5_Day1_Light_05292023_O2.csv,1,RUN4,5,LIGHT,n,,,
5/29/23,17:21,17:46,1,Cabral,Tr1_Col1_Dil15_Light,3.5,Trial_Col1_Dil15Ch6_Day1_Light_05292023_O2.csv,1,RUN4,6,LIGHT,n,,,
5/29/23,17:21,17:46,1,Cabral,Tr1_Col1_Dil16_Light,4,Trial_Col1_Dil16Ch7_Day1_Light_05292023_O2.csv,1,RUN4,7,LIGHT,n,,,
5/29/23,17:21,17:46,1,Cabral,Tr1_Col1_Dil17_Light,5,Trial_Col1_Dil17Ch8_Day1_Light_05292023_O2.csv,1,RUN4,8,LIGHT,n,,,
5/29/23,19:06,19:30,1,Cabral,Tr1_Col1_Dil10_Dark,1,Trial_Col1rerun_Dil10Ch9_Dark_05292023_O2.csv,1,RUN2,9,DARK,n,,,
5/29/23,17:58,18:20,1,Cabral,Tr1_Col1_Dil11_Dark,1.5,Trial_Col1_Dil11Ch2_Dark_05292023_O2.csv,1,RUN4,2,DARK,n,,,
5/29/23,17:58,18:20,1,Cabral,Tr1_Col1_Dil12_Dark,2,Trial_Col1_Dil12Ch3_Dark_05292023_O2.csv,1,RUN4,3,DARK,n,,,
5/29/23,17:58,18:20,1,Cabral,Tr1_Col1_Dil13_Dark,2.5,Trial_Col1_Dil13Ch4_Dark_05292023_O2.csv,1,RUN4,4,DARK,n,,,
5/29/23,17:58,18:20,1,Cabral,Tr1_Col1_Dil14_Dark,3,Trial_Col1_Dil14Ch5_Dark_05292023_O2.csv,1,RUN4,5,DARK,n,,,
5/29/23,17:58,18:20,1,Cabral,Tr1_Col1_Dil15_Dark,3.5,Trial_Col1_Dil15Ch6_Dark_05292023_O2.csv,1,RUN4,6,DARK,n,,,
5/29/23,17:58,18:20,1,Cabral,Tr1_Col1_Dil16_Dark,4,Trial_Col1_Dil16Ch7_Dark_05292023_O2.csv,1,RUN4,7,DARK,n,,,
5/29/23,17:58,18:20,1,Cabral,Tr1_Col1_Dil17_Dark,5,Trial_Col1_Dil17Ch8_Dark_05292023_O2.csv,1,RUN4,8,DARK,n,,,
5/30/23,7:52,8:17,BLANK,Cabral,Tr2_Blank_Dil1_Light,0.01,Trial_Blank_Dil1Ch1_Light_Day2_05302023_O2.csv,2,RUN5,1,LIGHT,y,,,
5/30/23,7:52,8:17,BLANK,Cabral,Tr2_Blank_Dil2_Light,0.03,Trial_Blank_Dil2Ch2_Light_Day2_05302023_O2.csv,2,RUN5,2,LIGHT,y,,,
5/30/23,7:52,8:17,BLANK,Cabral,Tr2_Blank_Dil3_Light,0.05,Trial_Blank_Dil3Ch3_Light_Day2_05302023_O2.csv,2,RUN5,3,LIGHT,y,,,
5/30/23,7:52,8:17,BLANK,Cabral,Tr2_Blank_Dil4_Light,0.07,Trial_Blank_Dil4Ch4_Light_Day2_05302023_O2.csv,2,RUN5,4,LIGHT,y,,,
5/30/23,7:52,8:17,BLANK,Cabral,Tr2_Blank_Dil5_Light,0.1,Trial_Blank_Dil5Ch5_Light_Day2_05302023_O2.csv,2,RUN5,5,LIGHT,y,,,
5/30/23,7:52,8:17,BLANK,Cabral,Tr2_Blank_Dil6_Light,0.2,Trial_Blank_Dil6Ch6_Light_Day2_05302023_O2.csv,2,RUN5,6,LIGHT,y,,,
5/30/23,7:52,8:17,BLANK,Cabral,Tr2_Blank_Dil7_Light,0.3,Trial_Blank_Dil7Ch7_Light_Day2_05302023_O2.csv,2,RUN5,7,LIGHT,y,,,
5/30/23,7:52,8:17,BLANK,Cabral,Tr2_Blank_Dil8_Light,0.4,Trial_Blank_Dil8Ch8_Light_Day2_05302023_O2.csv,2,RUN5,8,LIGHT,y,,,
5/30/23,7:52,8:17,BLANK,Cabral,Tr2_Blank_Dil9_Light,0.5,Trial_Blank_Dil9Ch9_Light_Day2_05302023_O2.csv,2,RUN5,9,LIGHT,y,,,
5/30/23,8:28,8:53,BLANK,Cabral,Tr2_Blank_Dil1_Dark,0.01,Trial_Blank_Dil1Ch1_Dark_Day2_05302023_O2.csv,2,RUN5,1,DARK,y,,,
5/30/23,8:28,8:53,BLANK,Cabral,Tr2_Blank_Dil2_Dark,0.03,Trial_Blank_Dil2Ch2_Dark_Day2_05302023_O2.csv,2,RUN5,2,DARK,y,,,
5/30/23,8:28,8:53,BLANK,Cabral,Tr2_Blank_Dil3_Dark,0.05,Trial_Blank_Dil3Ch3_Dark_Day2_05302023_O2.csv,2,RUN5,3,DARK,y,,,
5/30/23,8:28,8:53,BLANK,Cabral,Tr2_Blank_Dil4_Dark,0.07,Trial_Blank_Dil4Ch4_Dark_Day2_05302023_O2.csv,2,RUN5,4,DARK,y,,,
5/30/23,8:28,8:53,BLANK,Cabral,Tr2_Blank_Dil5_Dark,0.1,Trial_Blank_Dil5Ch5_Dark_Day2_05302023_O2.csv,2,RUN5,5,DARK,y,,,
5/30/23,8:28,8:53,BLANK,Cabral,Tr2_Blank_Dil6_Dark,0.2,Trial_Blank_Dil6Ch6_Dark_Day2_05302023_O2.csv,2,RUN5,6,DARK,y,,,
5/30/23,8:28,8:53,BLANK,Cabral,Tr2_Blank_Dil7_Dark,0.3,Trial_Blank_Dil7Ch7_Dark_Day2_05302023_O2.csv,2,RUN5,7,DARK,y,,,
5/30/23,8:28,8:53,BLANK,Cabral,Tr2_Blank_Dil8_Dark,0.4,Trial_Blank_Dil8Ch8_Dark_Day2_05302023_O2.csv,2,RUN5,8,DARK,y,,,
5/30/23,8:28,8:53,BLANK,Cabral,Tr2_Blank_Dil9_Dark,0.5,Trial_Blank_Dil9Ch9_Dark_Day2_05302023_O2.csv,2,RUN5,9,DARK,y,,,
5/30/23,9:44,10:08,BLANK,Cabral,Tr2_Blank_Dil10_Light,1,Trial_Blank_rerunDil10Ch10_Light_Day2_05302023_O2.csv,2,RUN7,10,LIGHT,y,,,
5/30/23,14:06,14:29,BLANK,Cabral,Tr2_Blank_Dil11_Light,1.5,Trial_Blank_Dil11Ch2_Light_Day2_05302023_O2.csv,2,RUN6,2,LIGHT,y,,,
5/30/23,14:06,14:29,BLANK,Cabral,Tr2_Blank_Dil12_Light,2,Trial_Blank_Dil12Ch3_Light_Day2_05302023_O2.csv,2,RUN6,3,LIGHT,y,,,
5/30/23,14:06,14:29,BLANK,Cabral,Tr2_Blank_Dil13_Light,2.5,Trial_Blank_Dil13Ch4_Light_Day2_05302023_O2.csv,2,RUN6,4,LIGHT,y,,,
5/30/23,14:06,14:29,BLANK,Cabral,Tr2_Blank_Dil14_Light,3,Trial_Blank_Dil14Ch5_Light_Day2_05302023_O2.csv,2,RUN6,5,LIGHT,y,,,
5/30/23,14:06,14:29,BLANK,Cabral,Tr2_Blank_Dil15_Light,3.5,Trial_Blank_Dil15Ch6_Light_Day2_05302023_O2.csv,2,RUN6,6,LIGHT,y,,,
5/30/23,14:06,14:29,BLANK,Cabral,Tr2_Blank_Dil16_Light,4,Trial_Blank_Dil16Ch7_Light_Day2_05302023_O2.csv,2,RUN6,7,LIGHT,y,,,
5/30/23,14:06,14:29,BLANK,Cabral,Tr2_Blank_Dil17_Light,5,Trial_Blank_Dil17Ch8_Light_Day2_05302023_O2.csv,2,RUN6,8,LIGHT,y,,,
5/30/23,10:15,10:38,BLANK,Cabral,Tr2_Blank_Dil10_Dark,1,Trial_Blank_rerunDil10Ch10_Dark_Day2_05302023_O2.csv,2,RUN7,10,DARK,y,,,
5/30/23,14:36,15:00,BLANK,Cabral,Tr2_Blank_Dil11_Dark,1.5,Trial_Blank_Dil11Ch2_Dark_Day2_05302023_O2.csv,2,RUN6,2,DARK,y,,,
5/30/23,14:36,15:00,BLANK,Cabral,Tr2_Blank_Dil12_Dark,2,Trial_Blank_Dil12Ch3_Dark_Day2_05302023_O2.csv,2,RUN6,3,DARK,y,,,
5/30/23,14:36,15:00,BLANK,Cabral,Tr2_Blank_Dil13_Dark,2.5,Trial_Blank_Dil13Ch4_Dark_Day2_05302023_O2.csv,2,RUN6,4,DARK,y,,,
5/30/23,14:36,15:00,BLANK,Cabral,Tr2_Blank_Dil14_Dark,3,Trial_Blank_Dil14Ch5_Dark_Day2_05302023_O2.csv,2,RUN6,5,DARK,y,,,
5/30/23,14:36,15:00,BLANK,Cabral,Tr2_Blank_Dil15_Dark,3.5,Trial_Blank_Dil15Ch6_Dark_Day2_05302023_O2.csv,2,RUN6,6,DARK,y,,,
5/30/23,14:36,15:00,BLANK,Cabral,Tr2_Blank_Dil16_Dark,4,Trial_Blank_Dil16Ch7_Dark_Day2_05302023_O2.csv,2,RUN6,7,DARK,y,,,
5/30/23,14:36,15:00,BLANK,Cabral,Tr2_Blank_Dil17_Dark,5,Trial_Blank_Dil17Ch8_Dark_Day2_05302023_O2.csv,2,RUN6,8,DARK,y,,,
5/30/23,9:44,10:08,2,Cabral,Tr2_Col2_Dil1_Light,0.01,Trial_Col2_Dil1Ch1_Light_Day2_05302023_O2.csv,2,RUN7,1,LIGHT,n,,,
5/30/23,9:44,10:08,2,Cabral,Tr2_Col2_Dil2_Light,0.03,Trial_Col2_Dil2Ch2_Light_Day2_05302023_O2.csv,2,RUN7,2,LIGHT,n,,,
5/30/23,9:44,10:08,2,Cabral,Tr2_Col2_Dil3_Light,0.05,Trial_Col2_Dil3Ch3_Light_Day2_05302023_O2.csv,2,RUN7,3,LIGHT,n,,,
5/30/23,9:44,10:08,2,Cabral,Tr2_Col2_Dil4_Light,0.07,Trial_Col2_Dil4Ch4_Light_Day2_05302023_O2.csv,2,RUN7,4,LIGHT,n,,,
5/30/23,9:44,10:08,2,Cabral,Tr2_Col2_Dil5_Light,0.1,Trial_Col2_Dil5Ch5_Light_Day2_05302023_O2.csv,2,RUN7,5,LIGHT,n,,,
5/30/23,9:44,10:08,2,Cabral,Tr2_Col2_Dil6_Light,0.2,Trial_Col2_Dil6Ch6_Light_Day2_05302023_O2.csv,2,RUN7,6,LIGHT,n,,,
5/30/23,9:44,10:08,2,Cabral,Tr2_Col2_Dil7_Light,0.3,Trial_Col2_Dil7Ch7_Light_Day2_05302023_O2.csv,2,RUN7,7,LIGHT,n,,,
5/30/23,9:44,10:08,2,Cabral,Tr2_Col2_Dil8_Light,0.4,Trial_Col2_Dil8Ch8_Light_Day2_05302023_O2.csv,2,RUN7,8,LIGHT,n,,,
5/30/23,9:44,10:08,2,Cabral,Tr2_Col2_Dil9_Light,0.5,Trial_Col2_Dil9Ch9_Light_Day2_05302023_O2.csv,2,RUN7,9,LIGHT,n,,,
5/30/23,10:15,10:38,2,Cabral,Tr2_Col2_Dil1_Dark,0.01,Trial_Col2_Dil1Ch1_Dark_Day2_05302023_O2.csv,2,RUN7,1,DARK,n,,,
5/30/23,10:15,10:38,2,Cabral,Tr2_Col2_Dil2_Dark,0.03,Trial_Col2_Dil2Ch2_Dark_Day2_05302023_O2.csv,2,RUN7,2,DARK,n,,,
5/30/23,10:15,10:38,2,Cabral,Tr2_Col2_Dil3_Dark,0.05,Trial_Col2_Dil3Ch3_Dark_Day2_05302023_O2.csv,2,RUN7,3,DARK,n,,,
5/30/23,10:15,10:38,2,Cabral,Tr2_Col2_Dil4_Dark,0.07,Trial_Col2_Dil4Ch4_Dark_Day2_05302023_O2.csv,2,RUN7,4,DARK,n,,,
5/30/23,10:15,10:38,2,Cabral,Tr2_Col2_Dil5_Dark,0.1,Trial_Col2_Dil5Ch5_Dark_Day2_05302023_O2.csv,2,RUN7,5,DARK,n,,,
5/30/23,10:15,10:38,2,Cabral,Tr2_Col2_Dil6_Dark,0.2,Trial_Col2_Dil6Ch6_Dark_Day2_05302023_O2.csv,2,RUN7,6,DARK,n,,,
5/30/23,10:15,10:38,2,Cabral,Tr2_Col2_Dil7_Dark,0.3,Trial_Col2_Dil7Ch7_Dark_Day2_05302023_O2.csv,2,RUN7,7,DARK,n,,,
5/30/23,10:15,10:38,2,Cabral,Tr2_Col2_Dil8_Dark,0.4,Trial_Col2_Dil8Ch8_Dark_Day2_05302023_O2.csv,2,RUN7,8,DARK,n,,,
5/30/23,10:15,10:38,2,Cabral,Tr2_Col2_Dil9_Dark,0.5,Trial_Col2_Dil9Ch9_Dark_Day2_05302023_O2.csv,2,RUN7,9,DARK,n,,,
5/30/23,12:36,13:00,2,Cabral,Tr2_Col2_Dil10_Light,1,Trial_Col2_Dil10Ch1_Light_Day2_05302023_O2.csv,2,RUN8,1,LIGHT,n,,,
5/30/23,12:36,13:00,2,Cabral,Tr2_Col2_Dil11_Light,1.5,Trial_Col2_Dil11Ch2_Light_Day2_05302023_O2.csv,2,RUN8,2,LIGHT,n,,,
5/30/23,12:36,13:00,2,Cabral,Tr2_Col2_Dil12_Light,2,Trial_Col2_Dil12Ch3_Light_Day2_05302023_O2.csv,2,RUN8,3,LIGHT,n,,,
5/30/23,12:36,13:00,2,Cabral,Tr2_Col2_Dil13_Light,2.5,Trial_Col2_Dil13Ch4_Light_Day2_05302023_O2.csv,2,RUN8,4,LIGHT,n,,,
5/30/23,12:36,13:00,2,Cabral,Tr2_Col2_Dil14_Light,3,Trial_Col2_Dil14Ch5_Light_Day2_05302023_O2.csv,2,RUN8,5,LIGHT,n,,,
5/30/23,12:36,13:00,2,Cabral,Tr2_Col2_Dil15_Light,3.5,Trial_Col2_Dil15Ch6_Light_Day2_05302023_O2.csv,2,RUN8,6,LIGHT,n,,,
5/30/23,12:36,13:00,2,Cabral,Tr2_Col2_Dil16_Light,4,Trial_Col2_Dil16Ch7_Light_Day2_05302023_O2.csv,2,RUN8,7,LIGHT,n,,,
5/30/23,12:36,13:00,2,Cabral,Tr2_Col2_Dil17_Light,5,Trial_Col2_Dil17Ch8_Light_Day2_05302023_O2.csv,2,RUN8,8,LIGHT,n,,,
5/30/23,13:04,13:29,2,Cabral,Tr2_Col2_Dil10_Dark,1,Trial_Col2_Dil10Ch1_Dark_Day2_05302023_O2.csv,2,RUN8,1,DARK,n,,,
5/30/23,13:04,13:29,2,Cabral,Tr2_Col2_Dil11_Dark,1.5,Trial_Col2_Dil11Ch2_Dark_Day2_05302023_O2.csv,2,RUN8,2,DARK,n,,,
5/30/23,13:04,13:29,2,Cabral,Tr2_Col2_Dil12_Dark,2,Trial_Col2_Dil12Ch3_Dark_Day2_05302023_O2.csv,2,RUN8,3,DARK,n,,,
5/30/23,13:04,13:29,2,Cabral,Tr2_Col2_Dil13_Dark,2.5,Trial_Col2_Dil13Ch4_Dark_Day2_05302023_O2.csv,2,RUN8,4,DARK,n,,,
5/30/23,13:04,13:29,2,Cabral,Tr2_Col2_Dil14_Dark,3,Trial_Col2_Dil14Ch5_Dark_Day2_05302023_O2.csv,2,RUN8,5,DARK,n,,,
5/30/23,13:04,13:29,2,Cabral,Tr2_Col2_Dil15_Dark,3.5,Trial_Col2_Dil15Ch6_Dark_Day2_05302023_O2.csv,2,RUN8,6,DARK,n,,,
5/30/23,13:04,13:29,2,Cabral,Tr2_Col2_Dil16_Dark,4,Trial_Col2_Dil16Ch7_Dark_Day2_05302023_O2.csv,2,RUN8,7,DARK,n,,,
5/30/23,13:04,13:29,2,Cabral,Tr2_Col2_Dil17_Dark,5,Trial_Col2_Dil17Ch8_Dark_Day2_05302023_O2.csv,2,RUN8,8,DARK,n,,,
6/1/23,15:04,15:28,BLANK,Cabral ,Tr1_Blank_Dil0_Light,0,Trial_Blank_Dil0Ch1_Light_Day1_05292023_O2.csv,1,RUN9,1,LIGHT,y,,,
6/1/23,15:32,15:52,BLANK,Cabral,Tr1_Blank_Dil0_Dark,0,Trial_Blank_Dil0Ch1_Dark_Day1_05292023_O2.csv,1,RUN9,1,DARK,y,,,
6/1/23,15:04,15:27,BLANK,Cabral,Tr2_Blank_Dil0_Light,0,Trial_Blank_Dil0Ch1_Light_Day2_05302023_O2.csv,2,RUN9,1,LIGHT,y,,,
6/1/23,15:32,15:52,BLANK,Cabral,Tr2_Blank_Dil0_Dark,0,Trial_Blank_Dil0Ch1_Dark_Day2_05302023_O2.csv,2,RUN9,1,DARK,y,,,
6/1/23,15:04,15:28,1,Cabral,Tr1_Col1_Dil0_Light,0,Trial_Col1_Dil0Ch3_Light_Day1_05292023_O2.csv,1,RUN9,3,LIGHT,n,,,
6/1/23,15:32,15:52,1,Cabral,Tr1_Col1_Dil0_Dark,0,Trial_Col1_Dil0Ch3_Dark_Day1_050292023_O2.csv,1,RUN9,3,DARK,n,,,
6/1/23,15:04,15:28,2,Cabral,Tr2_Col2_Dil0_Light,0,Trial_Col2_Dil0Ch4_Light_Day2_05302023_O2.csv,2,RUN9,4,LIGHT,n,,,
6/1/23,15:32,15:52,2,Cabral,Tr2_Col2_Dil0_Dark,0,Trial_Col2_Dil0Ch4_Dark_Day2_05302023_O2.csv,2,RUN9,4,DARK,n,,,